Date,Country,Name,Count,Length
28 December 2015,ht,unclassified,9185,6110.76
28 December 2015,ht,tertiary,1569,1032.31
28 December 2015,ht,secondary,1283,1288.07
04 January 2016,ht,primary_link,20,0.69
04 January 2016,ht,living_street,249,43.47
04 January 2016,ht,service,7780,617.01
04 January 2016,ht,one_way,0,0.0
04 January 2016,ht,track,19315,5463.92
04 January 2016,ht,residential,18240,2756.35
04 January 2016,ht,primary,969,1139.91
04 January 2016,ht,turn_restrict,0,0.0
04 January 2016,ht,roads_with_names,12710,3712.03
04 January 2016,ht,motorway,5,2.34
04 January 2016,ht,roads_with_second_lang,0,0.0
04 January 2016,ht,road,1122,325.73
04 January 2016,ht,secondary_link,75,1.0
04 January 2016,ht,path,14292,2265.79
04 January 2016,ht,roads_with_designation,0,0.0
04 January 2016,ht,raceway,4,2.43
04 January 2016,ht,unclassified,9186,6110.73
04 January 2016,ht,tertiary,1571,1033.09
04 January 2016,ht,secondary,1283,1288.06
11 January 2016,ht,primary_link,20,0.69
11 January 2016,ht,living_street,251,43.57
11 January 2016,ht,service,7799,620.17
11 January 2016,ht,one_way,0,0.0
11 January 2016,ht,track,19433,5478.81
11 January 2016,ht,residential,18353,2766.6
11 January 2016,ht,primary,969,1139.9
11 January 2016,ht,turn_restrict,0,0.0
11 January 2016,ht,roads_with_names,12778,3723.09
11 January 2016,ht,motorway,5,2.34
11 January 2016,ht,roads_with_second_lang,0,0.0
11 January 2016,ht,road,1121,325.68
11 January 2016,ht,secondary_link,75,1.0
11 January 2016,ht,path,14335,2270.28
11 January 2016,ht,roads_with_designation,0,0.0
11 January 2016,ht,raceway,4,2.43
11 January 2016,ht,unclassified,9194,6112.15
11 January 2016,ht,tertiary,1575,1034.42
11 January 2016,ht,secondary,1286,1288.05
18 January 2016,ht,primary_link,20,0.69
18 January 2016,ht,living_street,252,43.64
18 January 2016,ht,service,7801,620.38
18 January 2016,ht,one_way,0,0.0
18 January 2016,ht,track,19513,5491.32
18 January 2016,ht,residential,18410,2774.12
18 January 2016,ht,primary,972,1142.74
18 January 2016,ht,turn_restrict,0,0.0
18 January 2016,ht,roads_with_names,12776,3701.03
18 January 2016,ht,motorway,5,2.34
18 January 2016,ht,roads_with_second_lang,0,0.0
18 January 2016,ht,road,1256,356.97
18 January 2016,ht,secondary_link,75,1.0
18 January 2016,ht,path,14476,2292.36
18 January 2016,ht,roads_with_designation,0,0.0
18 January 2016,ht,raceway,4,2.43
18 January 2016,ht,unclassified,9215,6088.85
18 January 2016,ht,tertiary,1582,1050.62
18 January 2016,ht,secondary,1288,1288.03
25 January 2016,ht,primary_link,20,0.69
25 January 2016,ht,living_street,253,43.66
25 January 2016,ht,service,7806,620.42
25 January 2016,ht,one_way,0,0.0
25 January 2016,ht,track,19548,5499.98
25 January 2016,ht,residential,18480,2784.83
25 January 2016,ht,primary,973,1140.23
25 January 2016,ht,turn_restrict,0,0.0
25 January 2016,ht,roads_with_names,12790,3703.71
25 January 2016,ht,motorway,5,2.34
25 January 2016,ht,roads_with_second_lang,0,0.0
25 January 2016,ht,road,1256,349.78
25 January 2016,ht,secondary_link,75,1.0
25 January 2016,ht,path,14623,2332.38
25 January 2016,ht,roads_with_designation,0,0.0
25 January 2016,ht,raceway,4,2.43
25 January 2016,ht,unclassified,9210,6086.1
25 January 2016,ht,tertiary,1589,1065.1
25 January 2016,ht,secondary,1289,1290.46
26 October 2015,ht,primary_link,20,0.69
26 October 2015,ht,living_street,242,43.25
26 October 2015,ht,service,7753,614.82
26 October 2015,ht,one_way,0,0.0
26 October 2015,ht,track,18524,5413.71
26 October 2015,ht,residential,17308,2678.97
26 October 2015,ht,primary,951,1133.53
26 October 2015,ht,turn_restrict,0,0.0
26 October 2015,ht,roads_with_names,12381,3657.31
26 October 2015,ht,motorway,3,1.19
26 October 2015,ht,roads_with_second_lang,0,0.0
26 October 2015,ht,road,1123,325.55
26 October 2015,ht,secondary_link,77,1.13
26 October 2015,ht,path,14048,2246.28
26 October 2015,ht,roads_with_designation,0,0.0
26 October 2015,ht,raceway,4,2.43
26 October 2015,ht,unclassified,9152,6105.15
26 October 2015,ht,tertiary,1559,1027.66
26 October 2015,ht,secondary,1279,1294.08
12 October 2015,ht,primary_link,20,0.69
12 October 2015,ht,living_street,242,43.25
12 October 2015,ht,service,7749,613.66
12 October 2015,ht,one_way,0,0.0
12 October 2015,ht,track,18395,5402.33
12 October 2015,ht,residential,17290,2676.45
12 October 2015,ht,primary,948,1133.53
12 October 2015,ht,turn_restrict,0,0.0
12 October 2015,ht,roads_with_names,12378,3657.23
12 October 2015,ht,motorway,3,1.19
12 October 2015,ht,roads_with_second_lang,0,0.0
12 October 2015,ht,road,1117,324.16
12 October 2015,ht,secondary_link,77,1.13
12 October 2015,ht,path,13983,2236.49
12 October 2015,ht,roads_with_designation,0,0.0
12 October 2015,ht,raceway,4,2.43
12 October 2015,ht,unclassified,9151,6105.41
12 October 2015,ht,tertiary,1556,1026.93
12 October 2015,ht,secondary,1279,1294.08
16 November 2015,ht,primary_link,20,0.69
16 November 2015,ht,living_street,242,43.23
16 November 2015,ht,service,7743,614.51
16 November 2015,ht,one_way,0,0.0
16 November 2015,ht,track,18709,5425.06
16 November 2015,ht,residential,17507,2697.12
16 November 2015,ht,primary,951,1133.53
16 November 2015,ht,turn_restrict,0,0.0
16 November 2015,ht,roads_with_names,12383,3658.01
16 November 2015,ht,motorway,3,1.19
16 November 2015,ht,roads_with_second_lang,0,0.0
16 November 2015,ht,road,1130,325.97
16 November 2015,ht,secondary_link,77,1.13
16 November 2015,ht,path,14033,2247.13
16 November 2015,ht,roads_with_designation,0,0.0
16 November 2015,ht,raceway,4,2.43
16 November 2015,ht,unclassified,9150,6103.43
16 November 2015,ht,tertiary,1559,1028.35
16 November 2015,ht,secondary,1279,1294.09
19 October 2015,ht,primary_link,20,0.69
19 October 2015,ht,living_street,242,43.25
19 October 2015,ht,service,7750,614.65
19 October 2015,ht,one_way,0,0.0
19 October 2015,ht,track,18406,5404.44
19 October 2015,ht,residential,17291,2676.85
19 October 2015,ht,primary,951,1133.53
19 October 2015,ht,turn_restrict,0,0.0
19 October 2015,ht,roads_with_names,12381,3657.23
19 October 2015,ht,motorway,3,1.19
19 October 2015,ht,roads_with_second_lang,0,0.0
19 October 2015,ht,road,1122,325.18
19 October 2015,ht,secondary_link,77,1.13
19 October 2015,ht,path,14035,2242.43
19 October 2015,ht,roads_with_designation,0,0.0
19 October 2015,ht,raceway,4,2.43
19 October 2015,ht,unclassified,9152,6105.54
19 October 2015,ht,tertiary,1556,1026.94
19 October 2015,ht,secondary,1279,1294.08
02 November 2015,ht,primary_link,20,0.69
02 November 2015,ht,living_street,242,43.25
02 November 2015,ht,service,7745,614.5
02 November 2015,ht,one_way,0,0.0
02 November 2015,ht,track,18617,5419.34
02 November 2015,ht,residential,17399,2689.43
02 November 2015,ht,primary,951,1133.53
02 November 2015,ht,turn_restrict,0,0.0
02 November 2015,ht,roads_with_names,12381,3658.02
02 November 2015,ht,motorway,3,1.19
02 November 2015,ht,roads_with_second_lang,0,0.0
02 November 2015,ht,road,1127,325.53
02 November 2015,ht,secondary_link,77,1.13
02 November 2015,ht,path,14027,2245.96
02 November 2015,ht,roads_with_designation,0,0.0
02 November 2015,ht,raceway,4,2.43
02 November 2015,ht,unclassified,9151,6104.1
02 November 2015,ht,tertiary,1560,1028.32
02 November 2015,ht,secondary,1279,1294.08
09 November 2015,ht,primary_link,20,0.69
09 November 2015,ht,living_street,242,43.23
09 November 2015,ht,service,7743,614.42
09 November 2015,ht,one_way,0,0.0
09 November 2015,ht,track,18675,5423.66
09 November 2015,ht,residential,17451,2693.61
09 November 2015,ht,primary,951,1133.53
09 November 2015,ht,turn_restrict,0,0.0
09 November 2015,ht,roads_with_names,12382,3658.02
09 November 2015,ht,motorway,3,1.19
09 November 2015,ht,roads_with_second_lang,0,0.0
09 November 2015,ht,road,1127,325.54
09 November 2015,ht,secondary_link,77,1.13
09 November 2015,ht,path,14032,2246.24
09 November 2015,ht,roads_with_designation,0,0.0
09 November 2015,ht,raceway,4,2.43
09 November 2015,ht,unclassified,9150,6103.53
09 November 2015,ht,tertiary,1559,1028.3
09 November 2015,ht,secondary,1279,1294.08
30 November 2015,ht,primary_link,20,0.69
30 November 2015,ht,living_street,242,43.24
30 November 2015,ht,service,7773,615.83
30 November 2015,ht,one_way,0,0.0
30 November 2015,ht,track,19125,5434.69
30 November 2015,ht,residential,17973,2720.27
30 November 2015,ht,primary,954,1133.72
30 November 2015,ht,turn_restrict,0,0.0
30 November 2015,ht,roads_with_names,12466,3671.16
30 November 2015,ht,motorway,5,2.34
30 November 2015,ht,roads_with_second_lang,0,0.0
30 November 2015,ht,road,1133,326.99
30 November 2015,ht,secondary_link,77,1.13
30 November 2015,ht,path,14176,2253.22
30 November 2015,ht,roads_with_designation,0,0.0
30 November 2015,ht,raceway,4,2.43
30 November 2015,ht,unclassified,9178,6102.35
30 November 2015,ht,tertiary,1565,1031.57
30 November 2015,ht,secondary,1280,1294.09
23 November 2015,ht,primary_link,20,0.69
23 November 2015,ht,living_street,242,43.24
23 November 2015,ht,service,7751,615.38
23 November 2015,ht,one_way,0,0.0
23 November 2015,ht,track,19121,5434.37
23 November 2015,ht,residential,17936,2717.47
23 November 2015,ht,primary,954,1133.72
23 November 2015,ht,turn_restrict,0,0.0
23 November 2015,ht,roads_with_names,12436,3667.75
23 November 2015,ht,motorway,5,2.34
23 November 2015,ht,roads_with_second_lang,0,0.0
23 November 2015,ht,road,1133,326.99
23 November 2015,ht,secondary_link,77,1.13
23 November 2015,ht,path,14156,2251.62
23 November 2015,ht,roads_with_designation,0,0.0
23 November 2015,ht,raceway,4,2.43
23 November 2015,ht,unclassified,9181,6105.28
23 November 2015,ht,tertiary,1564,1029.69
23 November 2015,ht,secondary,1280,1294.09
05 October 2015,ht,primary_link,20,0.69
05 October 2015,ht,living_street,242,43.25
05 October 2015,ht,service,7742,612.86
05 October 2015,ht,one_way,0,0.0
05 October 2015,ht,track,18395,5402.25
05 October 2015,ht,residential,17274,2675.4
05 October 2015,ht,primary,947,1133.49
05 October 2015,ht,turn_restrict,0,0.0
05 October 2015,ht,roads_with_names,12370,3650.25
05 October 2015,ht,motorway,3,1.19
05 October 2015,ht,roads_with_second_lang,0,0.0
05 October 2015,ht,road,1118,324.26
05 October 2015,ht,secondary_link,77,1.13
05 October 2015,ht,path,13983,2235.96
05 October 2015,ht,roads_with_designation,0,0.0
05 October 2015,ht,raceway,4,2.43
05 October 2015,ht,unclassified,9150,6098.73
05 October 2015,ht,tertiary,1554,1026.8
05 October 2015,ht,secondary,1277,1293.94
14 September 2015,ht,primary_link,20,0.69
14 September 2015,ht,living_street,242,43.25
14 September 2015,ht,service,7742,612.86
14 September 2015,ht,one_way,0,0.0
14 September 2015,ht,track,18396,5402.44
14 September 2015,ht,residential,17268,2671.84
14 September 2015,ht,primary,938,1134.27
14 September 2015,ht,turn_restrict,0,0.0
14 September 2015,ht,roads_with_names,12361,3649.88
14 September 2015,ht,motorway,3,1.19
14 September 2015,ht,roads_with_second_lang,0,0.0
14 September 2015,ht,road,1118,324.26
14 September 2015,ht,secondary_link,77,1.13
14 September 2015,ht,path,13979,2235.88
14 September 2015,ht,roads_with_designation,0,0.0
14 September 2015,ht,raceway,4,2.43
14 September 2015,ht,unclassified,9154,6100.71
14 September 2015,ht,tertiary,1554,1026.8
14 September 2015,ht,secondary,1277,1293.94
31 August 2015,ht,primary_link,20,0.69
31 August 2015,ht,living_street,242,43.25
